"uid","Name (greeting)","Name (survey)","E-mail","elso_szintu_szegmentacio_a","elso_szintu_szegmentacio_b","Department","Hierarchy level","mukodesi_terulet","iranyitasi_szint","Questionnaire language"
"resp2583","resp2583","resp2583","resp2583@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2584","resp2584","resp2584","resp2584@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TL","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2585","resp2585","resp2585","resp2585@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2586","resp2586","resp2586","resp2586@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2587","resp2587","resp2587","resp2587@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2588","resp2588","resp2588","resp2588@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2589","resp2589","resp2589","resp2589@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2590","resp2590","resp2590","resp2590@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2591","resp2591","resp2591","resp2591@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2592","resp2592","resp2592","resp2592@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2593","resp2593","resp2593","resp2593@example.com","gazdálkodás","GAZDASÁGI VIGH","Kontrolling Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2594","resp2594","resp2594","resp2594@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2595","resp2595","resp2595","resp2595@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2596","resp2596","resp2596","resp2596@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2597","resp2597","resp2597","resp2597@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2598","resp2598","resp2598","resp2598@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2599","resp2599","resp2599","resp2599@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2600","resp2600","resp2600","resp2600@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2601","resp2601","resp2601","resp2601@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2602","resp2602","resp2602","resp2602@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2603","resp2603","resp2603","resp2603@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2604","resp2604","resp2604","resp2604@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2605","resp2605","resp2605","resp2605@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2606","resp2606","resp2606","resp2606@example.com","HR","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2607","resp2607","resp2607","resp2607@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2608","resp2608","resp2608","resp2608@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2609","resp2609","resp2609","resp2609@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2610","resp2610","resp2610","resp2610@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2611","resp2611","resp2611","resp2611@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2612","resp2612","resp2612","resp2612@example.com","gazdálkodás","GAZDASÁGI VIGH","Kontrolling Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2613","resp2613","resp2613","resp2613@example.com","gazdálkodás","GAZDASÁGI VIGH","Kontrolling Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2614","resp2614","resp2614","resp2614@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2615","resp2615","resp2615","resp2615@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2616","resp2616","resp2616","resp2616@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2617","resp2617","resp2617","resp2617@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2618","resp2618","resp2618","resp2618@example.com","HR","Humánerőforrás FŐIG","Humánerőforrás Főig. közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2619","resp2619","resp2619","resp2619@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2620","resp2620","resp2620","resp2620@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2621","resp2621","resp2621","resp2621@example.com","biztonság","-","Biztonsági Főigazgatóság","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2622","resp2622","resp2622","resp2622@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2623","resp2623","resp2623","resp2623@example.com","üzlet","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2624","resp2624","resp2624","resp2624@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2625","resp2625","resp2625","resp2625@example.com","HR","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2626","resp2626","resp2626","resp2626@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2627","resp2627","resp2627","resp2627@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2628","resp2628","resp2628","resp2628@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2629","resp2629","resp2629","resp2629@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2630","resp2630","resp2630","resp2630@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2631","resp2631","resp2631","resp2631@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2632","resp2632","resp2632","resp2632@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2633","resp2633","resp2633","resp2633@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2634","resp2634","resp2634","resp2634@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2635","resp2635","resp2635","resp2635@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2636","resp2636","resp2636","resp2636@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2637","resp2637","resp2637","resp2637@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2638","resp2638","resp2638","resp2638@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2639","resp2639","resp2639","resp2639@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2640","resp2640","resp2640","resp2640@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2641","resp2641","resp2641","resp2641@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2642","resp2642","resp2642","resp2642@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2643","resp2643","resp2643","resp2643@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2644","resp2644","resp2644","resp2644@example.com","törzskari","Törzskari FŐIG","Adatmenedzsment és Dok. Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2645","resp2645","resp2645","resp2645@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2646","resp2646","resp2646","resp2646@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2647","resp2647","resp2647","resp2647@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2648","resp2648","resp2648","resp2648@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2649","resp2649","resp2649","resp2649@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","MM","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2650","resp2650","resp2650","resp2650@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2651","resp2651","resp2651","resp2651@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2652","resp2652","resp2652","resp2652@example.com","üzlet","LAKOSSÁGI VIGH","Pénzforgalmi Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2653","resp2653","resp2653","resp2653@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2654","resp2654","resp2654","resp2654@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","TM","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2655","resp2655","resp2655","resp2655@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2656","resp2656","resp2656","resp2656@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2657","resp2657","resp2657","resp2657@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2658","resp2658","resp2658","resp2658@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2659","resp2659","resp2659","resp2659@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","TL","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2660","resp2660","resp2660","resp2660@example.com","biztonság","-","Biztonsági Főigazgatóság","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2661","resp2661","resp2661","resp2661@example.com","ellenőrzés","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp2662","resp2662","resp2662","resp2662@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2663","resp2663","resp2663","resp2663@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2664","resp2664","resp2664","resp2664@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2665","resp2665","resp2665","resp2665@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2666","resp2666","resp2666","resp2666@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2667","resp2667","resp2667","resp2667@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2668","resp2668","resp2668","resp2668@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2669","resp2669","resp2669","resp2669@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2670","resp2670","resp2670","resp2670@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2671","resp2671","resp2671","resp2671@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2672","resp2672","resp2672","resp2672@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2673","resp2673","resp2673","resp2673@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2674","resp2674","resp2674","resp2674@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2675","resp2675","resp2675","resp2675@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2676","resp2676","resp2676","resp2676@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2677","resp2677","resp2677","resp2677@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2678","resp2678","resp2678","resp2678@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2679","resp2679","resp2679","resp2679@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2680","resp2680","resp2680","resp2680@example.com","ellenőrzés","Ellenőrzési IG","Működésellenőrzési Kp.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2681","resp2681","resp2681","resp2681@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","TL","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2682","resp2682","resp2682","resp2682@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2683","resp2683","resp2683","resp2683@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2684","resp2684","resp2684","resp2684@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","MM","központi régió","Végrehajtás","Hungarian (formal)"
"resp2685","resp2685","resp2685","resp2685@example.com","gazdálkodás","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2686","resp2686","resp2686","resp2686@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2687","resp2687","resp2687","resp2687@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2688","resp2688","resp2688","resp2688@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2689","resp2689","resp2689","resp2689@example.com","HR","Humánerőforrás FŐIG","Humánerőforrás Főig. közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2690","resp2690","resp2690","resp2690@example.com","HR","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2691","resp2691","resp2691","resp2691@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2692","resp2692","resp2692","resp2692@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2693","resp2693","resp2693","resp2693@example.com","üzlet","LAKOSSÁGI VIGH","Kp.i Területi Ig.","E","központi régió","Végrehajtás","Hungarian (formal)"
"resp2694","resp2694","resp2694","resp2694@example.com","üzlet","LAKOSSÁGI VIGH","Posta Elszámoló Kp.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2695","resp2695","resp2695","resp2695@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2696","resp2696","resp2696","resp2696@example.com","ellenőrzés","Ellenőrzési IG","Ellenőrzési Ig. közvetlen","TL","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2697","resp2697","resp2697","resp2697@example.com","hálózat","LAKOSSÁGI VIGH","Kp.i Területi Ig.","TL","központi régió","Végrehajtás","Hungarian (formal)"
"resp2698","resp2698","resp2698","resp2698@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2699","resp2699","resp2699","resp2699@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2700","resp2700","resp2700","resp2700@example.com","gazdálkodás","GAZDASÁGI VIGH","Pénzügyi és Számviteli Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2701","resp2701","resp2701","resp2701@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2702","resp2702","resp2702","resp2702@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2703","resp2703","resp2703","resp2703@example.com","üzlet","VÁLLALATI VIGH","Kiemelt Ügyfelek Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2704","resp2704","resp2704","resp2704@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","nyugati régió","Szolgáltatás","Hungarian (formal)"
"resp2705","resp2705","resp2705","resp2705@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2706","resp2706","resp2706","resp2706@example.com","törzskari","Törzskari FŐIG","Stratégiai és Innovációs Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2707","resp2707","resp2707","resp2707@example.com","üzlet","OPERÁCIÓS VIGH","OPERÁCIÓS VIGH közvetlen","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2708","resp2708","resp2708","resp2708@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2709","resp2709","resp2709","resp2709@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2710","resp2710","resp2710","resp2710@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2711","resp2711","resp2711","resp2711@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2712","resp2712","resp2712","resp2712@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2713","resp2713","resp2713","resp2713@example.com","gazdálkodás","GAZDASÁGI VIGH","Forrásallokációs Ig.","E","országos szintű","Társaságirányítás","Hungarian (formal)"
"resp2714","resp2714","resp2714","resp2714@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2715","resp2715","resp2715","resp2715@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","MM","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2716","resp2716","resp2716","resp2716@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2717","resp2717","resp2717","resp2717@example.com","gazdálkodás","GAZDASÁGI VIGH","Beszerzési Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2718","resp2718","resp2718","resp2718@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2719","resp2719","resp2719","resp2719@example.com","üzlet","VÁLLALATI VIGH","Vállalati Értékesítési Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2720","resp2720","resp2720","resp2720@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2721","resp2721","resp2721","resp2721@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2722","resp2722","resp2722","resp2722@example.com","gazdálkodás","OPERÁCIÓS VIGH","Társasági Szolgáltatások Ig.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2723","resp2723","resp2723","resp2723@example.com","üzlet","-","Marketingkommunikációs Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2724","resp2724","resp2724","resp2724@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2725","resp2725","resp2725","resp2725@example.com","üzlet","VÁLLALATI VIGH","Csomag Termékmenedzsment Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2726","resp2726","resp2726","resp2726@example.com","ellenőrzés","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","E","nyugati régió","Üzleti irányítás","Hungarian (formal)"
"resp2727","resp2727","resp2727","resp2727@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2728","resp2728","resp2728","resp2728@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","keleti régió","Szolgáltatás","Hungarian (formal)"
"resp2729","resp2729","resp2729","resp2729@example.com","hálózat","LAKOSSÁGI VIGH","Nyugat-magyarországi Területi Ig.","TL","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2730","resp2730","resp2730","resp2730@example.com","üzlet","OPERÁCIÓS VIGH","Hírlap Ig.","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2731","resp2731","resp2731","resp2731@example.com","ellenőrzés","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp2732","resp2732","resp2732","resp2732@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2733","resp2733","resp2733","resp2733@example.com","ellenőrzés","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","E","keleti régió","Üzleti irányítás","Hungarian (formal)"
"resp2734","resp2734","resp2734","resp2734@example.com","IT","-","Informatikai Vezérig-helyettesi ter.","E","országos szintű","Szolgáltatás","Hungarian (formal)"
"resp2735","resp2735","resp2735","resp2735@example.com","üzlet","LAKOSSÁGI VIGH","Ügyfélszolgálati Ig.","E","országos szintű","Üzleti irányítás","Hungarian (formal)"
"resp2736","resp2736","resp2736","resp2736@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
"resp2737","resp2737","resp2737","resp2737@example.com","hálózat","LAKOSSÁGI VIGH","Kelet-magyarországi Területi Ig.","TL","keleti régió","Végrehajtás","Hungarian (formal)"
"resp2738","resp2738","resp2738","resp2738@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","országos szintű","Végrehajtás","Hungarian (formal)"
"resp2739","resp2739","resp2739","resp2739@example.com","logisztika","OPERÁCIÓS VIGH","Logisztikai Ig. - üzem, központ","E","nyugati régió","Végrehajtás","Hungarian (formal)"
"resp2740","resp2740","resp2740","resp2740@example.com","HR","Humánerőforrás FŐIG","Humán Erőforrás Szolgáltató Kp.","E","központi régió","Szolgáltatás","Hungarian (formal)"
